Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km
Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1000000000001,0.27408030359999996
Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1000000000001,0.39453670651999995
LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606000003,9962.900000000001,1992.5800000000002,0.16822913454000002
LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.900000000001,1992.5800000000002,0.17961752848000004
Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1000000000001,0.27408030359999996
Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1000000000001,0.39453670651999995
LNG_S4_2024,2024,S4,D3,122186,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606000003,9962.900000000001,1992.5800000000002,0.16822913454000002
LNG_S4_2024,2024,S4,D3,122186,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.900000000001,1992.5800000000002,0.17961752848000004
Diesel_S4_2024,2024,S4,D4,1893,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1000000000001,0.27408030359999996
Diesel_S4_2024,2024,S4,D4,1893,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1000000000001,0.39453670651999995
LNG_S4_2024,2024,S4,D4,1893,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606000003,9962.900000000001,1992.5800000000002,0.16822913454000002
LNG_S4_2024,2024,S4,D4,1893,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.900000000001,1992.5800000000002,0.17961752848000004
BEV_S3_2024,2024,S3,D1,2239440,BEV_S3_2024,BEV,2024,293636,73000,D1,Electricity,0.0,14681.800000000001,2936.36,0.165334026339
Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376
Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.10926776116800001,6086.35,1217.27,0.40217341032
LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933
LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864
Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376
Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.10926776116800001,6086.35,1217.27,0.40217341032
LNG_S3_2024,2024,S3,D2,2453497,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933
LNG_S3_2024,2024,S3,D2,2453497,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864
Diesel_S3_2024,2024,S3,D3,1029375,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376
Diesel_S3_2024,2024,S3,D3,1029375,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.10926776116800001,6086.35,1217.27,0.40217341032
LNG_S3_2024,2024,S3,D3,1029375,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933
LNG_S3_2024,2024,S3,D3,1029375,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864
Diesel_S3_2024,2024,S3,D4,208440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376
Diesel_S3_2024,2024,S3,D4,208440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.10926776116800001,6086.35,1217.27,0.40217341032
LNG_S3_2024,2024,S3,D4,208440,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933
LNG_S3_2024,2024,S3,D4,208440,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864
