Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S3_2027,2027,S3,D2,2591566,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.161089,0.40049786091000006,8505.25,1701.05,0.159185572376,21826.846783448,0.39984350291920395,2.0,2,36
LNG_S3_2023,2027,S3,D3,1137494,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,13602.24,13602.24,0.162875451432,21240.05175798,0.7189086504897212,8.0,3,16
LNG_S3_2024,2027,S3,D3,1137494,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,12453.6,10896.900000000001,0.162875451432,21440.98217109,0.7186394530637022,7.0,3,16
LNG_S3_2026,2027,S3,D3,1137494,LNG_S3_2026,LNG,2026,0,73000,D4,LNG,0.164047,0.40785201093,9909.0,4954.5,0.162108620648,21812.470635121,0.7193443201154115,9.0,7,16
LNG_S3_2027,2027,S3,D3,1137494,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.161089,0.40049786091000006,8505.25,1701.05,0.159185572376,21826.846783448,0.3083702971183765,2.0,3,16
LNG_S3_2023,2027,S3,D4,224937,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,13602.24,13602.24,0.162875451432,21240.05175798,0.6667075846174912,6.0,2,4
LNG_S3_2026,2027,S3,D4,224937,LNG_S3_2026,LNG,2026,0,73000,D4,LNG,0.164047,0.40785201093,9909.0,4954.5,0.162108620648,21812.470635121,0.6671331746558519,7.0,2,4
LNG_S4_2027,2027,S4,D1,16532,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.162424,0.40381692456000007,10886.7,2177.34,0.160504798016,32003.606165888003,0.4104495537133139,2.0,1,1
LNG_S4_2023,2027,S4,D2,829347,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,17410.86,17410.86,0.165297490416,31574.93141784,0.6471880152394476,7.0,2,8
LNG_S4_2026,2027,S4,D2,829347,LNG_S4_2026,LNG,2026,0,118000,D4,LNG,0.164513,0.40901057547,12683.58,6341.79,0.16256911439199997,31979.464083194,0.6512894886554093,8.0,3,8
LNG_S4_2027,2027,S4,D2,829347,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.162424,0.40381692456000007,10886.7,2177.34,0.160504798016,32003.606165888003,0.40507712995673323,2.0,3,8
LNG_S4_2023,2027,S4,D3,129765,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,17410.86,17410.86,0.165297490416,31574.93141784,0.6476090997658535,6.0,1,2
LNG_S4_2024,2027,S4,D3,129765,LNG_S4_2024,LNG,2024,0,118000,D4,LNG,0.167274,0.41587494606,15940.640000000001,13948.060000000001,0.165297490416,31806.517875720005,0.6472934305304426,5.0,1,2
LNG_S4_2023,2027,S4,D4,2019,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,17410.86,17410.86,0.165297490416,31574.93141784,0.6306847922865516,5.0,1,1
