Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
LNG_S1_2030,2030,S1,D4,496273,LNG_S1_2030,LNG,2030,122987,102000,D4,BioLNG,0.154381,0.058423791259,6149.35,1229.8700000000001,0.16118920209999998,130366.3811892021,0.906745652529634,2.0,D4
BEV_S2_2030,2030,S2,D1,1231293,BEV_S2_2030,BEV,2030,189947,106000,D3,Electricity,0.85459,0.0,9497.35,1899.47,0.12313189096999999,201343.94313189096,0.8288458073071966,3.0,D1
Diesel_S2_2030,2030,S2,D1,1231293,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,135580.6766498466,0.17115419269280352,5.0,D1
Diesel_S2_2030,2030,S2,D1,1231293,Diesel_S2_2030,Diesel,2030,127906,106000,D4,HVO,0.223852,0.109155607648,6395.3,1279.06,0.3764742936,135580.7364742936,0.8439512463616167,2.0,D1
LNG_S2_2030,2030,S2,D1,1231293,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.155767,0.38726635773,8178.650000000001,1635.73,0.15124430515499998,173387.53124430517,0.4322166199208343,4.0,D1
LNG_S2_2030,2030,S2,D1,1231293,LNG_S2_2030,LNG,2030,163573,106000,D4,BioLNG,0.155039,0.05867280412100001,8178.650000000001,1635.73,0.1618762199,173387.5418762199,0.8623438653025709,1.0,D1
BEV_S2_2030,2030,S2,D2,1624238,BEV_S2_2030,BEV,2030,189947,106000,D3,Electricity,0.85459,0.0,9497.35,1899.47,0.12313189096999999,201343.94313189096,0.8288458073071966,3.0,D2
Diesel_S2_2030,2030,S2,D2,1624238,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,135580.6766498466,0.17115419269280352,5.0,D2
Diesel_S2_2030,2030,S2,D2,1624238,Diesel_S2_2030,Diesel,2030,127906,106000,D4,HVO,0.223852,0.109155607648,6395.3,1279.06,0.3764742936,135580.7364742936,0.8439512463616167,2.0,D2
LNG_S2_2030,2030,S2,D2,1624238,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.155767,0.38726635773,8178.650000000001,1635.73,0.15124430515499998,173387.53124430517,0.4322166199208343,4.0,D2
LNG_S2_2030,2030,S2,D2,1624238,LNG_S2_2030,LNG,2030,163573,106000,D4,BioLNG,0.155039,0.05867280412100001,8178.650000000001,1635.73,0.1618762199,173387.5418762199,0.8623438653025709,1.0,D2
BEV_S2_2030,2030,S2,D3,931478,BEV_S2_2030,BEV,2030,189947,106000,D3,Electricity,0.85459,0.0,9497.35,1899.47,0.12313189096999999,201343.94313189096,0.8288458073071966,3.0,D3
Diesel_S2_2030,2030,S2,D3,931478,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,135580.6766498466,0.17115419269280352,5.0,D3
Diesel_S2_2030,2030,S2,D3,931478,Diesel_S2_2030,Diesel,2030,127906,106000,D4,HVO,0.223852,0.109155607648,6395.3,1279.06,0.3764742936,135580.7364742936,0.8439512463616167,2.0,D3
LNG_S2_2030,2030,S2,D3,931478,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.155767,0.38726635773,8178.650000000001,1635.73,0.15124430515499998,173387.53124430517,0.4322166199208343,4.0,D3
LNG_S2_2030,2030,S2,D3,931478,LNG_S2_2030,LNG,2030,163573,106000,D4,BioLNG,0.155039,0.05867280412100001,8178.650000000001,1635.73,0.1618762199,173387.5418762199,0.8623438653025709,1.0,D3
Diesel_S2_2030,2030,S2,D4,155565,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,135580.6766498466,0.13396166629131728,4.0,D4
Diesel_S2_2030,2030,S2,D4,155565,Diesel_S2_2030,Diesel,2030,127906,106000,D4,HVO,0.223852,0.109155607648,6395.3,1279.06,0.3764742936,135580.7364742936,0.9200994706332706,1.0,D4
LNG_S2_2030,2030,S2,D4,155565,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.155767,0.38726635773,8178.650000000001,1635.73,0.15124430515499998,173387.53124430517,0.4629081642728136,3.0,D4
LNG_S2_2030,2030,S2,D4,155565,LNG_S2_2030,LNG,2030,163573,106000,D4,BioLNG,0.155039,0.05867280412100001,8178.650000000001,1635.73,0.1618762199,173387.5418762199,0.8660383337086827,2.0,D4
BEV_S3_2030,2030,S3,D1,2518188,BEV_S3_2030,BEV,2030,215849,73000,D3,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.12384164382799999,228800.06384164383,0.8292726998288099,3.0,D1
Diesel_S3_2030,2030,S3,D1,2518188,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,154069.1969751931,0.17072730017118995,5.0,D1
Diesel_S3_2030,2030,S3,D1,2518188,Diesel_S3_2030,Diesel,2030,145348,73000,D4,HVO,0.224082,0.10926776116800001,7267.400000000001,1453.48,0.3768611076,154069.2568611076,0.8439287050202212,2.0,D1
LNG_S3_2030,2030,S3,D1,2518188,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,197030.82947520693,0.43914032064130953,4.0,D1
LNG_S3_2030,2030,S3,D1,2518188,LNG_S3_2030,LNG,2030,185878,73000,D4,BioLNG,0.155192,0.058730705288,9293.9,1858.78,0.1620359672,197030.8420359672,0.8625780259726988,1.0,D1
BEV_S3_2030,2030,S3,D2,2800498,BEV_S3_2030,BEV,2030,215849,73000,D3,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.12384164382799999,228800.06384164383,0.8292726998288099,3.0,D2
Diesel_S3_2030,2030,S3,D2,2800498,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,154069.1969751931,0.17072730017118995,5.0,D2
Diesel_S3_2030,2030,S3,D2,2800498,Diesel_S3_2030,Diesel,2030,145348,73000,D4,HVO,0.224082,0.10926776116800001,7267.400000000001,1453.48,0.3768611076,154069.2568611076,0.8439287050202212,2.0,D2
LNG_S3_2030,2030,S3,D2,2800498,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,197030.82947520693,0.43914032064130953,4.0,D2
LNG_S3_2030,2030,S3,D2,2800498,LNG_S3_2030,LNG,2030,185878,73000,D4,BioLNG,0.155192,0.058730705288,9293.9,1858.78,0.1620359672,197030.8420359672,0.8625780259726988,1.0,D2
BEV_S3_2030,2030,S3,D3,1216569,BEV_S3_2030,BEV,2030,215849,73000,D3,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.12384164382799999,228800.06384164383,0.8292726998288099,3.0,D3
Diesel_S3_2030,2030,S3,D3,1216569,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,154069.1969751931,0.17072730017118995,5.0,D3
Diesel_S3_2030,2030,S3,D3,1216569,Diesel_S3_2030,Diesel,2030,145348,73000,D4,HVO,0.224082,0.10926776116800001,7267.400000000001,1453.48,0.3768611076,154069.2568611076,0.8439287050202212,2.0,D3
LNG_S3_2030,2030,S3,D3,1216569,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,197030.82947520693,0.43914032064130953,4.0,D3
LNG_S3_2030,2030,S3,D3,1216569,LNG_S3_2030,LNG,2030,185878,73000,D4,BioLNG,0.155192,0.058730705288,9293.9,1858.78,0.1620359672,197030.8420359672,0.8625780259726988,1.0,D3
Diesel_S3_2030,2030,S3,D4,240767,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,154069.1969751931,0.13361048272287038,4.0,D4
Diesel_S3_2030,2030,S3,D4,240767,Diesel_S3_2030,Diesel,2030,145348,73000,D4,HVO,0.224082,0.10926776116800001,7267.400000000001,1453.48,0.3768611076,154069.2568611076,0.9200898926758639,1.0,D4
LNG_S3_2030,2030,S3,D4,240767,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,197030.82947520693,0.47053888391086734,3.0,D4
LNG_S3_2030,2030,S3,D4,240767,LNG_S3_2030,LNG,2030,185878,73000,D4,BioLNG,0.155192,0.058730705288,9293.9,1858.78,0.1620359672,197030.8420359672,0.8663895172771295,2.0,D4
BEV_S4_2030,2030,S4,D1,18168,BEV_S4_2030,BEV,2030,276287,118000,D3,Electricity,0.856448,0.0,13814.35,2762.87,0.12339959718399998,292864.3433995972,0.828544684518667,3.0,D1
Diesel_S4_2030,2030,S4,D1,18168,Diesel_S4_2030,Diesel,2030,186046,118000,D4,B20,0.219827,0.67016019566,9302.300000000001,1860.46,0.31095628285,197209.07095628284,0.17145531548133294,5.0,D1
Diesel_S4_2030,2030,S4,D1,18168,Diesel_S4_2030,Diesel,2030,186046,118000,D4,HVO,0.219827,0.107192921048,9302.300000000001,1860.46,0.3697050486,197209.1297050486,0.8439671980382307,2.0,D1
LNG_S4_2030,2030,S4,D1,18168,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,252199.58979853828,0.4275486193455389,4.0,D1
LNG_S4_2030,2030,S4,D1,18168,LNG_S4_2030,LNG,2030,237924,118000,D4,BioLNG,0.154568,0.05849455935200001,11896.2,2379.2400000000002,0.16138444880000002,252199.6013844488,0.8613899796494334,1.0,D1
BEV_S4_2030,2030,S4,D2,919290,BEV_S4_2030,BEV,2030,276287,118000,D3,Electricity,0.856448,0.0,13814.35,2762.87,0.12339959718399998,292864.3433995972,0.828544684518667,3.0,D2
Diesel_S4_2030,2030,S4,D2,919290,Diesel_S4_2030,Diesel,2030,186046,118000,D4,B20,0.219827,0.67016019566,9302.300000000001,1860.46,0.31095628285,197209.07095628284,0.17145531548133294,5.0,D2
Diesel_S4_2030,2030,S4,D2,919290,Diesel_S4_2030,Diesel,2030,186046,118000,D4,HVO,0.219827,0.107192921048,9302.300000000001,1860.46,0.3697050486,197209.1297050486,0.8439671980382307,2.0,D2
LNG_S4_2030,2030,S4,D2,919290,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,252199.58979853828,0.4275486193455389,4.0,D2
LNG_S4_2030,2030,S4,D2,919290,LNG_S4_2030,LNG,2030,237924,118000,D4,BioLNG,0.154568,0.05849455935200001,11896.2,2379.2400000000002,0.16138444880000002,252199.6013844488,0.8613899796494334,1.0,D2
BEV_S4_2030,2030,S4,D3,136344,BEV_S4_2030,BEV,2030,276287,118000,D3,Electricity,0.856448,0.0,13814.35,2762.87,0.12339959718399998,292864.3433995972,0.828544684518667,3.0,D3
Diesel_S4_2030,2030,S4,D3,136344,Diesel_S4_2030,Diesel,2030,186046,118000,D4,B20,0.219827,0.67016019566,9302.300000000001,1860.46,0.31095628285,197209.07095628284,0.17145531548133294,5.0,D3
Diesel_S4_2030,2030,S4,D3,136344,Diesel_S4_2030,Diesel,2030,186046,118000,D4,HVO,0.219827,0.107192921048,9302.300000000001,1860.46,0.3697050486,197209.1297050486,0.8439671980382307,2.0,D3
LNG_S4_2030,2030,S4,D3,136344,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,252199.58979853828,0.4275486193455389,4.0,D3
LNG_S4_2030,2030,S4,D3,136344,LNG_S4_2030,LNG,2030,237924,118000,D4,BioLNG,0.154568,0.05849455935200001,11896.2,2379.2400000000002,0.16138444880000002,252199.6013844488,0.8613899796494334,1.0,D3
Diesel_S4_2030,2030,S4,D4,2114,Diesel_S4_2030,Diesel,2030,186046,118000,D4,B20,0.219827,0.67016019566,9302.300000000001,1860.46,0.31095628285,197209.07095628284,0.13437228027869602,4.0,D4
Diesel_S4_2030,2030,S4,D4,2114,Diesel_S4_2030,Diesel,2030,186046,118000,D4,HVO,0.219827,0.107192921048,9302.300000000001,1860.46,0.3697050486,197209.1297050486,0.9214056428151617,1.0,D4
LNG_S4_2030,2030,S4,D4,2114,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,252199.58979853828,0.4583708317783446,3.0,D4
LNG_S4_2030,2030,S4,D4,2114,LNG_S4_2030,LNG,2030,237924,118000,D4,BioLNG,0.154568,0.05849455935200001,11896.2,2379.2400000000002,0.16138444880000002,252199.6013844488,0.865627719721304,2.0,D4
