Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Utilization (%),DemandFulfillment,Total_Cost,Total_CE
BEV_S2_2032,2034,S2,D1,1344795,BEV_S2_2032,BEV,2032,0,106000,D4,Electricity,0.85459,0.0,13296.29,9497.35,0.10456677781,23424.71960812,0.9887347467154799,7.0,4,13,97.59034833091437,0.3076923076923077,93698.87843248,0.0
LNG_S2_2033,2034,S2,D1,1344795,LNG_S2_2033,LNG,2033,0,106000,D4,LNG,0.155767,0.38726635773,10724.4,5362.2,0.14774048225699998,26476.92511659,0.5939301140267153,4.0,1,13,97.59034833091437,0.07692307692307693,26476.92511659,520793.86154351535
BEV_S2_2034,2034,S2,D1,1344795,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,22480.89844786,0.6226041071400036,6.0,4,13,97.59034833091437,0.3076923076923077,849711.59379144,0.0
Diesel_S2_2034,2034,S2,D1,1344795,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6000000000001,0.34445002648,45149.30280688,0.11972682909568763,1.0,1,13,97.59034833091437,0.07692307692307693,189109.30280688,917729.4337655172
LNG_S2_2034,2034,S2,D1,1344795,LNG_S2_2034,LNG,2034,184103,106000,D4,LNG,0.155767,0.38726635773,9205.15,1841.03,0.14774048225699998,26706.671119241997,0.3839183899078699,2.0,3,13,97.59034833091437,0.23076923076923078,632429.013357726,520793.86154351535
LNG_S2_2032,2034,S2,D2,1869435,LNG_S2_2032,LNG,2032,0,106000,D4,LNG,0.155767,0.38726635773,12147.380000000001,8676.7,0.14774048225699998,26257.143986904,0.6086695207667687,7.0,4,18,97.97877358490567,0.2222222222222222,105028.575947616,723969.2834629826
BEV_S2_2033,2034,S2,D2,1869435,BEV_S2_2033,BEV,2033,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.10456677781,22943.16156148,0.9943701321610957,8.0,3,18,97.97877358490567,0.16666666666666666,68829.48468444,0.0
BEV_S2_2034,2034,S2,D2,1869435,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,22480.89844786,0.603077864438181,5.0,5,18,97.97877358490567,0.2777777777777778,1062139.4922393,0.0
Diesel_S2_2034,2034,S2,D2,1869435,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6000000000001,0.34445002648,45149.30280688,0.12688362089561125,1.0,3,18,97.97877358490567,0.16666666666666666,567327.90842064,1275759.8920366596
LNG_S2_2034,2034,S2,D2,1869435,LNG_S2_2034,LNG,2034,184103,106000,D4,LNG,0.155767,0.38726635773,9205.15,1841.03,0.14774048225699998,26706.671119241997,0.37574065576323,2.0,3,18,97.97877358490567,0.16666666666666666,632429.013357726,723969.2834629826
BEV_S2_2031,2034,S2,D3,1043936,BEV_S2_2031,BEV,2031,0,106000,D3,Electricity,0.85459,0.0,15195.76,13296.29,0.10456677781,23926.2972801,0.9839060549058712,8.0,2,10,98.4845283018868,0.2,47852.5945602,0.0
BEV_S2_2033,2034,S2,D3,1043936,BEV_S2_2033,BEV,2033,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.10456677781,22943.16156148,0.9948111112874517,9.0,4,10,98.4845283018868,0.4,91772.64624592,0.0
BEV_S2_2034,2034,S2,D3,1043936,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,22480.89844786,0.6207489376419079,6.0,2,10,98.4845283018868,0.2,424855.79689572,0.0
LNG_S2_2034,2034,S2,D3,1043936,LNG_S2_2034,LNG,2034,184103,106000,D4,LNG,0.155767,0.38726635773,9205.15,1841.03,0.14774048225699998,26706.671119241997,0.37875810713258784,2.0,2,10,98.4845283018868,0.2,421619.342238484,404281.2924232253
BEV_S2_2033,2034,S2,D4,169472,BEV_S2_2033,BEV,2033,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.10456677781,22943.16156148,0.9945931835000119,6.0,1,2,79.93962264150943,0.5,22943.16156148,0.0
BEV_S2_2034,2034,S2,D4,169472,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,22480.89844786,0.645882619207761,5.0,1,2,79.93962264150943,0.5,212427.89844786,0.0
BEV_S3_2034,2034,S3,D1,2832153,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10516951824399999,20628.314831812,0.8812602496618575,5.0,14,39,99.47850368809273,0.358974358974359,3310682.407645368,0.0
Diesel_S3_2034,2034,S3,D1,2832153,Diesel_S3_2034,Diesel,2034,163591,73000,D4,B20,0.224082,0.68313190356,8179.55,1635.91,0.34480393668,34986.14737764,0.12051578038527042,1.0,11,39,99.47850368809273,0.28205128205128205,2184348.62115404,1934734.070063165
LNG_S3_2034,2034,S3,D1,2832153,LNG_S3_2034,LNG,2034,209208,73000,D4,LNG,0.153945,0.38273651955000004,10460.400000000001,2092.08,0.14601236809499998,23211.382870935,0.4644956077482908,2.0,14,39,99.47850368809273,0.358974358974359,3253871.36019309,1083968.3820530914
BEV_S3_2034,2034,S3,D2,3096840,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10516951824399999,20628.314831812,0.8812602496618575,5.0,15,43,98.65689710098758,0.3488372093023256,3547159.72247718,0.0
Diesel_S3_2034,2034,S3,D2,3096840,Diesel_S3_2034,Diesel,2034,163591,73000,D4,B20,0.224082,0.68313190356,8179.55,1635.91,0.34480393668,34986.14737764,0.12051578038527042,1.0,9,43,98.65689710098758,0.20930232558139536,1787194.32639876,2115550.2042207504
LNG_S3_2034,2034,S3,D2,3096840,LNG_S3_2034,LNG,2034,209208,73000,D4,LNG,0.153945,0.38273651955000004,10460.400000000001,2092.08,0.14601236809499998,23211.382870935,0.4644956077482908,2.0,19,43,98.65689710098758,0.4418604651162791,4415968.274547765,1185273.7632032223
LNG_S3_2032,2034,S3,D3,1320768,LNG_S3_2032,LNG,2032,0,73000,D4,LNG,0.153945,0.38273651955,13803.86,9859.900000000001,0.14601236809499998,22616.43478122,0.6418242307438798,7.0,4,19,95.22480173035328,0.21052631578947367,90465.73912488,505506.1474530144
BEV_S3_2033,2034,S3,D3,1320768,BEV_S3_2033,BEV,2033,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.10516951824399999,20948.500872616,0.9950464945632483,9.0,4,19,95.22480173035328,0.21052631578947367,83794.003490464,0.0
BEV_S3_2034,2034,S3,D3,1320768,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10516951824399999,20628.314831812,0.5504581247923959,6.0,6,19,95.22480173035328,0.3157894736842105,1418863.888990872,0.0
Diesel_S3_2034,2034,S3,D3,1320768,Diesel_S3_2034,Diesel,2034,163591,73000,D4,B20,0.224082,0.68313190356,8179.55,1635.91,0.34480393668,34986.14737764,0.14542805348538346,1.0,5,19,95.22480173035328,0.2631578947368421,992885.7368882,902258.758001134
BEV_S3_2033,2034,S3,D4,273053,BEV_S3_2033,BEV,2033,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.10516951824399999,20948.500872616,0.9955599085378397,7.0,3,4,93.511301369863,0.75,62845.502617848004,0.0
BEV_S3_2034,2034,S3,D4,273053,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10516951824399999,20628.314831812,0.6409213329980996,5.0,1,4,93.511301369863,0.25,236477.314831812,0.0
BEV_S4_2032,2034,S4,D1,20807,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,19340.09,13814.35,0.104794120832,29995.879400192003,0.989674475685789,6.0,1,1,17.633050847457625,1.0,29995.879400192003,0.0
BEV_S4_2032,2034,S4,D2,1057133,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,19340.09,13814.35,0.104794120832,29995.879400192003,0.9894261724781364,7.0,4,9,99.54171374764594,0.4444444444444444,119983.51760076801,0.0
BEV_S4_2034,2034,S4,D2,1057133,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.104794120832,28942.926258176,0.6183501047478888,6.0,2,9,99.54171374764594,0.2222222222222222,610459.852516352,0.0
LNG_S4_2034,2034,S4,D2,1057133,LNG_S4_2034,LNG,2034,267786,118000,D4,LNG,0.154278,0.38356442082000003,13389.300000000001,2677.86,0.146328208938,33333.888654684,0.3709857315437487,2.0,3,9,99.54171374764594,0.3333333333333333,903359.6659640521,405478.60687470913
BEV_S4_2033,2034,S4,D3,146333,BEV_S4_2033,BEV,2033,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.104794120832,29458.639847168,0.9951212576475216,7.0,2,2,62.005508474576274,1.0,58917.279694336,0.0
BEV_S4_2032,2034,S4,D4,2280,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,19340.09,13814.35,0.104794120832,29995.879400192003,0.989674475685789,6.0,1,1,1.9322033898305087,1.0,29995.879400192003,0.0
